,Unnamed: 0,Unnamed: 0.1,Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year
189,314,1023,Isoproterenol Hydrochloride,CC(C)NCC(O)C1=CC=C(O)C(O)=C1,Liver disorder,Rat,-0.6020599913279624,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Toxicologist 72,177,2003   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:177   VOLUME:72",,2003.0
190,315,1024,Istradefylline,CCN1C(=O)C2=C(N=C(/C=C/C3=CC=C(OC)C(OC)=C3)N2C)N(CC)C1=O,Liver disorder,Rabbit,-2.060697840353612,Repeated,Oral,"FDA approval package document: Pharmacology Review 022075/S-000 Part 07, page:9 PDF 1466k",https://www.pharmapendium.com/browse/fda/Istradefylline/54f7f461b345a77a73fc5f9d718a7d9f?reference=9,2008.0
191,317,1031,Ivacaftor,CC(C)(C)C1=C(O)C=C(NC(=O)C2=CNC3=CC=CC=C3C2=O)C(C(C)(C)C)=C1,Liver disorder,Rat,-2.096910013008056,Repeated,Oral,"FDA approval package document: Pharmacology Review 203188/S-000 Part 03, page:3 PDF 291k",https://www.pharmapendium.com/browse/fda/Ivacaftor/afd67793d31b528524b251d348f90bfd?reference=3,2012.0
192,319,1037,Ixabepilone,C/C(=C\C1=CSC(C)=N1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,Liver disorder,Rabbit,-0.4771212547196624,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 022065/S-000 Part 02, page:88 PDF 6823k",https://www.pharmapendium.com/browse/fda/Ixabepilone/faa52222d993926e525f8a65e0014d74?reference=88,2007.0
193,322,1047,Ketorolac Tromethamine,O=C(C1=CC=CC=C1)C1=CC=C2C(C(=O)O)CCN12,Liver disorder,Rat,-0.3010299956639812,Repeated,Intranasal,"FDA approval package document: Pharmacology Review 022382/S-000 Part 02, page:4 PDF 956k",https://www.pharmapendium.com/browse/fda/Ketorolac Tromethamine/11490508a1c8290b0e52d83976bcca17?reference=4,2008.0
194,323,1049,Ketotifen Fumarate,CN1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,Liver disorder,Rat,-1.5522625229655471,Repeated,Oral,"FDA approval package document: Pharmacology Review 021066 Part 02, page:44 PDF 1870k",https://www.pharmapendium.com/browse/fda/Ketotifen Fumarate/c588463a72ae5155995cfc0148b9eae7?reference=44,1999.0
195,324,1056,Lacosamide,COCC(NC(C)=O)C(=O)NCC1=CC=CC=C1,Liver disorder,Rat,-2.204119982655925,Repeated,Oral,"FDA approval package document: Pharmacology Review 022253/S-000; 022254/S-000 Part 03, page:44 PDF 5737k",https://www.pharmapendium.com/browse/fda/Lacosamide/4e8b8970d00652b38ee86ad5a3c78d75?reference=44,2008.0
196,330,1083,Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Liver disorder,Rat,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Pharmacology Review 021880/S-000, page:167 PDF 7676k",https://www.pharmapendium.com/browse/fda/Lenalidomide/979ec21cc5a29982bf5b65689b66eff2?reference=167,2005.0
197,334,1091,Letrozole,N#CC1=CC=C(C(C2=CC=C(C#N)C=C2)N2C=NC=N2)C=C1,Liver disorder,Rat,-1.6127838567197357,Repeated,Intravenous,"FDA approval package document: Medical/Clinical Review 020726/S-000 Part 01, page:27 PDF 1068k",https://www.pharmapendium.com/browse/fda/Letrozole/17f57ae7fd03fd8a979c63131cdb6d7a?reference=27,1997.0
198,335,1094,Leuprolide Acetate,CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=C1C=CC=C2)NC(=O)C(CC1=CNC=N1)NC(O)C1=CC=C(O)N1,Liver disorder,Rat,-0.7781512503836436,Repeated,Subcutaneous,"FDA approval package document: Approval Package 019010/S-004, S-002, S-003, S-005, S-006, S-008, S-009 Part 03, page:6 PDF 2943k",https://www.pharmapendium.com/browse/fda/Leuprolide Acetate/4b0519d08ab3e03eacd8f38334c7b340?reference=6,1985.0
199,336,1095,Levalbuterol Hydrochloride,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1,Liver disorder,Rat,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Pharmacology Review 020837, page:29 PDF 2400k",https://www.pharmapendium.com/browse/fda/Levalbuterol Hydrochloride/60d714a0a129905c4a281032459d7191?reference=29,1998.0
200,337,1098,Levetiracetam,CCC(C(N)=O)N1CCCC1=O,Liver disorder,Rat,-2.9860823778010257,Repeated,Oral,"FDA approval package document: Pharmacology Review 021035, page:19 PDF 1699k",https://www.pharmapendium.com/browse/fda/Levetiracetam/fe534fda88fabd4471d10e41769e737b?reference=19,1999.0
201,339,1113,Levocarnitine,C[N+](C)(C)CC(O)CC(=O)[O-],Liver disorder,Mouse,-3.434196187604368,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: E-52661887   ---   DOI:10.1016/j.pbb.2013.06.002   ISSN:0091-3057   JOURNAL:Pharmacology Biochemistry and Behavior   PAGES:40   VOLUME:110,http://dx.doi.org/10.1016/j.pbb.2013.06.002,2013.0
202,342,1125,Levomilnacipran Hydrochloride,CCN(CC)C(=O)C1(C2=CC=CC=C2)CC1CN,Liver disorder,Rat,-2.026328938722349,Repeated,Oral,"FDA approval package document: Pharmacology Review 204168/S-000 Part 02, page:29 PDF 16517k",https://www.pharmapendium.com/browse/fda/Levomilnacipran Hydrochloride/af3376891ab8ae9c5f743692525cd591?reference=29,2012.0
203,343,1129,Levonorgestrel,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,Liver disorder,Rat,-1.3979400086720375,Repeated,Oral,"FDA approval package document: Pharmacology Review 206229/S-000 Part 02, page:6 PDF 304k",https://www.pharmapendium.com/browse/fda/Levonorgestrel/5f01bfeffc041ed064a64f2e688903cc?reference=6,2014.0
204,344,1130,Levothyroxine Sodium,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(=O)O,Liver disorder,Rat,-8.406114195235645,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 25,315,1973   ---   DOI:10.1016/0041-008X(73)90305-0   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:315   VOLUME:25",http://dx.doi.org/10.1016/0041-008X(73)90305-0,1973.0
205,345,1134,Linaclotide,CC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)O)CSSCC(NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,Liver disorder,Rat,-2.028028723600244,Repeated,Oral,"FDA approval package document: Pharmacology Review 202811/S-000 Part 05, page:5 PDF 5808k",https://www.pharmapendium.com/browse/fda/Linaclotide/af932cbaaa7044bba6c0c9e8b8dfea31?reference=5,2012.0
206,346,1137,Linagliptin,CC#CCN1C(N2CCCC(N)C2)=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C,Liver disorder,Rat,-2.544068044350276,Repeated,Oral,"FDA approval package document: Pharmacology Review 201280/S-000 Part 02, page:34 PDF 2478k",https://www.pharmapendium.com/browse/fda/Linagliptin/263b32f319898c72d0e54678421a91eb?reference=34,2010.0
207,349,1141,Liraglutide,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(N)CC1=CNC=N1)C(C)O)C(C)O)C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(=O)NC(C)C(=O)NC(CC1=CNC2=C1C=CC=C2)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)C(C)CC)C(=O)O,Liver disorder,Mouse,-0.3357921019231932,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 022341/S-000 Part 04, page:31 PDF 9545k",https://www.pharmapendium.com/browse/fda/Liraglutide/29f7df62d10eed1fb37d153f9489f857?reference=31,2010.0
208,350,1147,Lisinopril,NCCCCC(NC(CCC1=CC=CC=C1)C(=O)O)C(=O)N1CCCC1C(=O)O,Liver disorder,Rat,-0.7781512503836436,Repeated,Intraperitoneal,"Reference from PharmaPendium Published Toxicity: Brazilian Journal of Medical and Biological Research 34,125,2001   ---   DOI:10.1590/S0100-879X2001000100016   ISSN:0100-879X   JOURNAL:Brazilian Journal of Medical and Biological Research   PAGES:125   VOLUME:34",http://dx.doi.org/10.1590/S0100-879X2001000100016,2001.0
210,360,1194,Lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,Liver disorder,Rat,-2.3324384599156054,Repeated,Oral,"FDA approval package document: Approval Package 019643/S-008, S-012, S-028, S-032, S-033, S-035, S-036, S-037, S-041, S-034, S-009, S-018, S-039, S-040, S-042 Part 04, page:12 PDF 4084k",https://www.pharmapendium.com/browse/fda/Lovastatin/09dd0161d126adc67153e88ec67ecacb?reference=12,1990.0
211,363,1199,Lurasidone Hydrochloride,OC1=C2C(=C(O)N1CC1CCCCC1CN1CCN(C3=NSC4=C3C=CC=C4)CC1)C1CCC2C1,Liver disorder,Rat,-2.4771212547196626,Repeated,Oral,"EMA approval document: Assessment Report EMA/113836/2014; EMEA/H/C/002713/0000, page:19 PDF 2824k",https://www.pharmapendium.com/browse/ema/Lurasidone Hydrochloride/194c2612915ca09c6100d9ae9bfa6934?reference=19,2014.0
213,366,1204,Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,Liver disorder,Rat,-1.3926969532596658,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 605888753   ---   DOI:10.1177/0748233713475507   ISSN:0748-2337   JOURNAL:Toxicology and Industrial Health   PAGES:783   VOLUME:31,http://dx.doi.org/10.1177/0748233713475507,2015.0
214,367,1219,Mannitol,OCC(O)C(O)C(O)C(O)CO,Liver disorder,Mouse,-0.0,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologic Pathology 32,192,2004   ---   DOI:10.1080/01926230490274344   ISSN:0192-6233   JOURNAL:Toxicologic Pathology   PAGES:192   VOLUME:32",http://dx.doi.org/10.1080/01926230490274344,2004.0
215,368,1220,Maprotiline Hydrochloride,CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,Liver disorder,Rat,-1.505149978319906,Repeated,Oral,"FDA approval package document: Approval Package 017543 Part 02, page:7 PDF 1949k",https://www.pharmapendium.com/browse/fda/Maprotiline Hydrochloride/82688c1ac32518ab514f4c0935204e83?reference=7,1960.0
216,370,1223,Mebendazole,COC(=O)NC1=NC2=C(C=CC(C(=O)C3=CC=CC=C3)=C2)N1,Liver disorder,Rat,-2.0453229787866576,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 24,371,1973   ---   DOI:10.1016/0041-008X(73)90043-4   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:371   VOLUME:24",http://dx.doi.org/10.1016/0041-008X(73)90043-4,1973.0
217,372,1227,Mefenamic Acid,CC1=C(C)C(NC2=CC=CC=C2C(=O)O)=CC=C1,Liver disorder,Mouse,-1.4771212547196624,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 2003470584   ---   DOI:10.2174/1389200220666191115103310   ISSN:1389-2002   JOURNAL:Current Drug Metabolism   PAGES:918   VOLUME:20,http://dx.doi.org/10.2174/1389200220666191115103310,2019.0
218,374,1229,Megestrol Acetate,CC(=O)OC1(C(C)=O)CCC2C3=CC(C)=C4CC(=O)CCC4(C)C3CCC21C,Liver disorder,Rat,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 020264/S-000, page:52 PDF 5214k",https://www.pharmapendium.com/browse/fda/Megestrol Acetate/6ee6c06847a5f3c872a7cc10ed035fe4?reference=52,1993.0
219,375,1232,Melatonin,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,Liver disorder,Rat,-1.6967930850817443,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/556280/2018; EMEA/H/C/004425/0000, page:26 PDF 1326k",https://www.pharmapendium.com/browse/ema/Melatonin/181b5b4d07cbd8b8ba565c5d0b811186?reference=26,2018.0
220,376,1236,Meloxicam,CC1=CN=C(NC(=O)C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)S1,Liver disorder,Rat,-0.3424226808222063,Repeated,Oral,"FDA approval package document: Pharmacology Review 020938/S-000 Part 02, page:4 PDF 1466k",https://www.pharmapendium.com/browse/fda/Meloxicam/27970a1f0a2595854551980a6f7bf549?reference=4,1999.0
221,377,1242,Memantine Hydrochloride,CC12CC3CC(C)(C1)CC(N)(C3)C2,Liver disorder,Rat,-1.9382694834629115,Repeated,Oral,"FDA approval package document: Pharmacology Review 021487/S-000 Part 05, page:3 PDF 1822k",https://www.pharmapendium.com/browse/fda/Memantine Hydrochloride/46d984a4197aa52894750f8adda4767d?reference=3,2003.0
222,378,1261,Mephenoxalone,COC1=CC=CC=C1OCC1CNC(=O)O1,Liver disorder,Rat,-1.3222192947339193,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: toxicology and applied pharmacology 6,642,1964   ---   DOI:10.1016/0041-008X(64)90114-0   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:642   VOLUME:6",http://dx.doi.org/10.1016/0041-008X(64)90114-0,1964.0
223,379,1262,Metformin Hydrochloride,CN(C)C(N)=NC(=N)N,Liver disorder,Mouse,-1.0569048513364727,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 625755618   ---   DOI:10.7150/thno.30080   ISSN:1838-7640   JOURNAL:Theranostics   PAGES:77   VOLUME:9,http://dx.doi.org/10.7150/thno.30080,2019.0
224,380,1268,Methamphetamine Hydrochloride,CNC(C)CC1=CC=CC=C1,Liver disorder,Rat,-1.3679767852945943,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 2002558413   ---   DOI:10.1016/j.toxac.2019.07.007   ISSN:2352-0078   JOURNAL:Toxicologie Analytique et Clinique   PAGES:4   VOLUME:32,http://dx.doi.org/10.1016/j.toxac.2019.07.007,2020.0
225,381,1271,Methapyrilene Hydrochloride,CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1,Liver disorder,Rat,-0.8129133566428556,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicology 178,45,2002   ---   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:45   VOLUME:178",,2002.0
226,382,1275,Methionine,CSCCC(N)C(=O)O,Liver disorder,Mouse,-1.392110465011314,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologist 78,340,2004   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:340   VOLUME:78",,2004.0
227,383,1278,Methotrexate,CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C1=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C1,Liver disorder,Rat,-1.423245873936808,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 620365227   ---   DOI:10.1080/21691401.2018.1428811   ISSN:2169-1401   JOURNAL:Notiziario Chimico Farmaceutico   PAGES:402   VOLUME:46,http://dx.doi.org/10.1080/21691401.2018.1428811,2018.0
229,385,1284,Methoxsalen,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,Liver disorder,Rat,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Pharmacology Review 020969/S-000 Part 02, page:4 PDF 646k",https://www.pharmapendium.com/browse/fda/Methoxsalen/4cb71cf76dad97b7a0ad6c29e4045a34?reference=4,1999.0
230,387,1286,Methyl Aminolevulinate Hydrochloride,COC(=O)CCC(=O)CN,Liver disorder,Rat,-1.6989700043360187,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 021415/S-000, page:58 PDF 5673k",https://www.pharmapendium.com/browse/fda/Methyl Aminolevulinate Hydrochloride/4112911d986c9dd245c7a180974b9cf0?reference=58,2002.0
231,388,1287,Methyl Tert-Butyl Ether,COC(C)(C)C,Liver disorder,Rat,-2.4216039268698317,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicological Sciences 71,31,2003   ---   ISSN:1096-6080   JOURNAL:Toxicological Sciences   PAGES:31   VOLUME:71",,2003.0
232,389,1289,Methylene Blue,CN(C)C1=CC2=C(C=C1)N=C1C=CC(=[N+](C)C)C=C1S2,Liver disorder,Mouse,-2.6087933739869307,Repeated,Oral,"EMA approval document: Public Assessment Report EMA/CHMP/424242/2020; EMEA/H/C/002776/0000, page:41 PDF 3305k",https://www.pharmapendium.com/browse/ema/Methylene Blue/544e50d7b00d00caa2b6e1781a475c1f?reference=41,2020.0
233,390,1293,Methylnaltrexone Bromide,C[N+]1(CC2CC2)CCC23C4=C5OC2C(=O)CCC3(O)C1CC4=CC=C5O,Liver disorder,Rat,-2.848189116991399,Repeated,Oral,"FDA approval package document: Pharmacology Review 021964/S-000 Part 02, page:42 PDF 5240k",https://www.pharmapendium.com/browse/fda/Methylnaltrexone Bromide/27c637bf2c53b65948b61cd3cf377771?reference=42,2008.0
234,391,1298,Methyltestosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,Liver disorder,Rat,-1.3617278360175928,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologist 66,276,2002   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:276   VOLUME:66",,2002.0
235,394,1303,Mexiletine Hydrochloride,CC1=C(OCC(C)N)C(C)=CC=C1,Liver disorder,Rat,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 018873/S-007, S-009, S-010, S-013, S-005, S-002, S-003, S-014 Part 02, page:7 PDF 7590k",https://www.pharmapendium.com/browse/fda/Mexiletine Hydrochloride/bec2e470c210bb626a331d0ebb6e3e6e?reference=7,1988.0
236,397,1320,Midodrine Hydrochloride,COC1=CC=C(OC)C(C(O)CNC(=O)CN)=C1,Liver disorder,Rat,-1.1760912590556811,Repeated,Intragastric,"FDA approval package document: Pharmacology Review 019815, page:29 PDF 2720k",https://www.pharmapendium.com/browse/fda/Midodrine Hydrochloride/f3b210f7e156784caab9e74e34b1676c?reference=29,1990.0
237,398,1322,Mifepristone,CC#CC1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(C3=CC=C(N(C)C)C=C3)CC21C,Liver disorder,Rat,-2.005395031886706,Repeated,Oral,"FDA approval package document: Pharmacology Review 202107/S-000 Part 04, page:25 PDF 7149k",https://www.pharmapendium.com/browse/fda/Mifepristone/3462b48517ccc84185c9dd06f991e8f1?reference=25,2012.0
238,399,1326,Miglustat,CCCCN1CC(O)C(O)C(O)C1CO,Liver disorder,Mouse,-3.141911630920288,Repeated,Oral,"FDA approval package document: Pharmacology Review 021348/S-000 Part 01, page:35 PDF 1250k",https://www.pharmapendium.com/browse/fda/Miglustat/c6a2b7752cd599c68628190dc5d18ae6?reference=35,2003.0
239,401,1348,Miltefosine,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Liver disorder,Rat,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Pharmacology Review 204684/S-000 Part 02, page:11 PDF 335k",https://www.pharmapendium.com/browse/fda/Miltefosine/ce0de14473507b05f8d9047be3725f66?reference=11,2013.0
240,402,1349,Minocycline Hydrochloride,CN(C)C1=CC=C(O)C2=C1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Liver disorder,Mouse,-1.4471580313422192,Repeated,Oral,Reference from PharmaPendium Published Toxicity: E-368883728   ---   DOI:10.1016/j.ijbiomac.2013.04.011   ISSN:0141-8130   JOURNAL:International Journal of Biological Macromolecules   PAGES:20   VOLUME:59,http://dx.doi.org/10.1016/j.ijbiomac.2013.04.011,2013.0
241,403,1350,Minoxidil,NC1=CC(N2CCCCC2)=NC(N)=[N+]1[O-],Liver disorder,Rat,-1.649983543645145,Repeated,Topical,"FDA approval package document: Pharmacology Review 021812/S-000, page:19 PDF 1628k",https://www.pharmapendium.com/browse/fda/Minoxidil/ec1a9dc09fffb0e1e912162324b2ec31?reference=19,2005.0
242,404,1359,Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNCC(O)C3=CC=CC=C3)C=C2)=CS1,Liver disorder,Rabbit,-1.6020599913279625,Repeated,Oral,"FDA approval package document: Pharmacology Review 202611/S-000 Part 06, page:24 PDF 15412k",https://www.pharmapendium.com/browse/fda/Mirabegron/ef06749c9857f9b7b3903c7e9bdd46b6?reference=24,2012.0
243,405,1361,Mirtazapine,CN1CCN2C3=C(C=CC=N3)CC3=CC=CC=C3C2C1,Liver disorder,Rat,-1.845098040014257,Repeated,Intraperitoneal,"FDA approval package document: Pharmacology Review 020415 Part 04, page:1 PDF 1075k",https://www.pharmapendium.com/browse/fda/Mirtazapine/bd430d46783dca00cb57d089c63ba7c9?reference=1,1990.0
244,406,1363,Mitoxantrone Hydrochloride,OCCN=CCNC1=CC=C(NCCNCCO)C2=C1C(O)=C1C(O)=CC=C(O)C1=C2O,Liver disorder,Mouse,-0.9030899869919436,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: E-602180173   ---   DOI:10.1016/j.tox.2015.01.006   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:106   VOLUME:329,http://dx.doi.org/10.1016/j.tox.2015.01.006,2015.0
245,410,1376,Monomethyl Fumarate,COC(=O)/C=C/C(=O)O,Liver disorder,Rat,-1.3010299956639813,Repeated,Oral,"FDA approval package document: Pharmacology Review 210296/S-000, page:11 PDF 3988k",https://www.pharmapendium.com/browse/fda/Monomethyl Fumarate/9f3241670d6c72beab35d59cf5b64fca?reference=11,2018.0
246,411,1377,Monosodium L-Glutamate,NC(CCC(=O)O)C(=O)O,Liver disorder,Mouse,-3.93597934219487,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Toxicology 219,97,2006   ---   DOI:10.1016/J.TOX.2005.11.014   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:97   VOLUME:219",http://dx.doi.org/10.1016/J.TOX.2005.11.014,2006.0
247,412,1385,Moricizine Hydrochloride,CCOC(=O)NC1=CC=C2SC3=C(C=CC=C3)N(C(=O)CCN3CCOCC3)C2=C1,Liver disorder,Rat,-1.8854640237914675,Repeated,Oral,"FDA approval package document: Approval Package 019753 Part 08, page:26 PDF 6073k",https://www.pharmapendium.com/browse/fda/Moricizine Hydrochloride/5fa50b49c903de171ecfe837ec47d078?reference=26,1990.0
248,413,1397,Morphine Sulfate,CN1CCC23C4=C5C=CC(O)=C4OC2C(O)C=CC3C1C5,Liver disorder,Rabbit,-1.4771212547196624,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 208603/S-000 Part 02, page:14 PDF 1392k",https://www.pharmapendium.com/browse/fda/Morphine Sulfate/fb6ef3e78b3ab404af7b3297d076f73f?reference=14,2016.0
249,415,1402,Mupirocin,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,Liver disorder,Rat,-2.0,Repeated,Subcutaneous,"FDA approval package document: Approval Package 050591 Part 01, page:56 PDF 4968k",https://www.pharmapendium.com/browse/fda/Mupirocin/e830c6926fbd6fbf2959364625ce36fe?reference=56,1986.0
250,416,1403,Mycophenolic Acid,COC1=C(C)C2=COC(O)=C2C(O)=C1C/C=C(\C)CCC(=O)O,Liver disorder,Rat,-1.2787536009528289,Repeated,Oral,"FDA approval package document: Pharmacology Review 050791/S-000, page:30 PDF 1414k",https://www.pharmapendium.com/browse/fda/Mycophenolic Acid/3dd1614b8545a338d2f78969f7067a46?reference=30,2004.0
251,417,1405,Nabumetone,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1,Liver disorder,Rat,-2.420615770625765,Repeated,Oral,"FDA approval package document: Approval Package 019583/S-011 Part 05, page:60 PDF 5593k",https://www.pharmapendium.com/browse/fda/Nabumetone/a8308c0dca40df6b25e79e1fdb346fa6?reference=60,1995.0
252,418,1410,Naftifine Hydrochloride,CN(C/C=C/C1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,Liver disorder,Rat,-2.2730012720637376,Repeated,Oral,"FDA approval package document: Pharmacology Review 204286/S-000, page:13 PDF 2989k",https://www.pharmapendium.com/browse/fda/Naftifine Hydrochloride/b3a893386c672bfcd0bef846c00d2729?reference=13,2012.0
253,419,1412,Nalmefene Hydrochloride,C=C1CCC2(O)C3CC4=C5C(=C(O)C=C4)OC1C52CCN3CC1CC1,Liver disorder,Rat,-1.0413926851582251,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 020459 Part 01, page:27 PDF 1013k",https://www.pharmapendium.com/browse/fda/Nalmefene Hydrochloride/d8936bb82bf2e915ef8ae5ff18e7e04c?reference=27,1995.0
254,420,1413,Naloxegol Oxalate,C=CCN1CCC23C4=C5C=CC(O)=C4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,Liver disorder,Rat,-2.720159303405957,Repeated,Oral,"FDA approval package document: Pharmacology Review 204760/S-000, page:258 PDF 33475k",https://www.pharmapendium.com/browse/fda/Naloxegol Oxalate/170cfe085c4dee733a6c9749a490c3d8?reference=258,2009.0
255,421,1417,Naloxone Hydrochloride,C=CCN1CCC23C4=C5OC2C(=O)CCC3(O)C1CC4=CC=C5O,Liver disorder,Mouse,-6.778151250383644,Repeated,Intraperitoneal,"Reference from PharmaPendium Published Toxicity: Toxicology 251,35,2008   ---   DOI:10.1016/j.tox.2008.07.051   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:35   VOLUME:251",http://dx.doi.org/10.1016/j.tox.2008.07.051,2008.0
256,422,1418,Naltrexone Hydrochloride,O=C1CCC2(O)C3CC4=C5C(=C(O)C=C4)OC1C52CCN3CC1CC1,Liver disorder,Rat,-2.633468455579586,Repeated,Subcutaneous,"FDA approval package document: Approval Package 018932/S-001, S-010, S-012 Part 04, page:49 PDF 5235k",https://www.pharmapendium.com/browse/fda/Naltrexone Hydrochloride/33501fc8822e8534ebc3a04462bec599?reference=49,1984.0
257,423,1420,Nandrolone Decanoate,CCCCCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4C3CCC12C,Liver disorder,Rat,-1.548184610545108,Repeated,Intramuscular,Reference from PharmaPendium Published Toxicity: 600033568   ---   DOI:10.1371/journal.pone.0102699   ISSN:1932-6203   JOURNAL:PLoS ONE   PAGES:e102699   VOLUME:9,http://dx.doi.org/10.1371/journal.pone.0102699,2014.0
